replicate,arm,task_id,repository,position,global_position,agg_score,is_failure,inputTokens,outputTokens,totalTokens,totalTokens_raw,runtimeSec,turns
ctxlimit,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,5,5,1.0,False,,,1620256,56953.0,639.598,41
ctxlimit,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,6,6,0.6,False,,,2957473,56546.0,976.792,78
ctxlimit,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,9,9,0.6,False,,,2143452,58012.0,497.417,52
ctxlimit,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.5,False,,,8118723,55947.0,,173
ctxlimit,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,12,12,0.9230769230769231,False,,,12448005,68523.0,,246
ctxlimit,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,0.8888888888888888,False,,,2394277,51911.0,404.73,74
ctxlimit,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,14,14,0.6,False,,,4258008,60751.0,705.643,102
ctxlimit,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,15,15,0.875,False,,,2236848,53476.0,402.976,64
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1,16,1.0,False,,,6695566,63008.0,,162
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,0.75,False,1333086.0,6100.0,1339186,40249.0,258.96,46
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,3,18,1.0,False,,,4319138,54807.0,,105
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,6,21,0.7857142857142857,False,,,3588018,62278.0,,83
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,1.0,False,,,3637520,58370.0,,88
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.8461538461538461,False,678971.0,4510.0,683481,30577.0,158.838,29
ctxlimit,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.8,False,,,1005315,48308.0,241.381,31
ctxlimit,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,12,27,0.875,False,,,2255213,39016.0,,60
ctxlimit,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.625,False,,,2411235,57971.0,436.068,65
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9a4,simple-login/app,1,1,1.0,False,,,1605595,54573.0,1187.64,40
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9a5,simple-login/app,2,2,0.6923076923076923,False,,,2352857,59034.0,1393.31,54
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9a6,simple-login/app,3,3,0.8181818181818182,False,,,20802707,71700.0,,341
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9a7,simple-login/app,4,4,1.0,False,,,2402435,55392.0,1433.403,63
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9aa,simple-login/app,7,7,0.6666666666666666,False,,,16185108,8079145.0,,372
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9ac,simple-login/app,9,9,0.6,False,,,1921630,54614.0,1519.097,50
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.5833333333333334,False,,,1236175,39276.0,,41
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9af,simple-login/app,12,12,0.8461538461538461,False,,,4391600,47942.0,,113
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,1.0,False,1899246.0,8421.0,1907667,47837.0,2149.044,57
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9e8,simple-login/app,14,14,0.7333333333333333,False,,,3767016,62301.0,2432.282,84
ctxlimit-rerun1,control,task-6905333b74f22949d97baa1d,simple-login/app,15,15,0.875,False,,,1488555,54493.0,1463.081,37
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,0.875,False,,,1278660,49251.0,1080.77,37
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,4,19,0.0,False,,,8689109,4331236.0,,210
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,0.8,False,,,1815778,32819.0,,50
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.7692307692307693,False,457582.0,3372.0,460954,34428.0,694.502,19
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.9,False,,,1738097,47564.0,1518.515,55
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,11,26,1.0,False,,,1432206,41855.0,,40
ctxlimit-rerun1,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.5,False,,,4015103,60966.0,1335.049,99
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1,1,0.9,False,,,1442667,54521.0,1168.208,37
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,2,2,0.8461538461538461,False,1601081.0,7521.0,1608602,44168.0,916.778,57
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,3,3,0.7272727272727273,False,,,8002896,68534.0,,170
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,4,4,1.0,False,,,4366703,59142.0,,105
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,7,7,0.4166666666666667,False,,,5957336,46420.0,,141
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,9,9,0.6,False,,,3388613,59545.0,3089.963,87
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.5,False,,,2533723,51150.0,1699.94,73
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,12,12,0.9230769230769231,False,,,14030997,65969.0,,277
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,0.0,False,,,4395999,64923.0,3622.958,114
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,14,14,0.0,False,,,3061716,63080.0,1576.978,71
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,15,15,0.0,False,1362245.0,14652.0,1376897,45970.0,1955.918,47
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,0.75,False,1752739.0,5855.0,1758594,40998.0,1446.19,60
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,4,19,0.8181818181818182,False,,,1832925,56117.0,1399.694,47
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,0.8,False,,,1542964,52329.0,914.202,41
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.8461538461538461,False,2393483.0,9167.0,2402650,40879.0,1680.072,79
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.7,False,,,4344157,48564.0,,106
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,11,26,1.0,False,,,3149962,58208.0,,76
ctxlimit-rerun1,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.75,False,,,7357620,62883.0,,162
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9a4,simple-login/app,1,1,1.0,False,,,1605595,54573.0,1187.64,40
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9a5,simple-login/app,2,2,0.6923076923076923,False,,,2352857,59034.0,1393.31,54
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9a9,simple-login/app,6,6,0.6,False,,,1928775,58297.0,1134.875,50
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9aa,simple-login/app,7,7,0.6666666666666666,False,,,16185108,8079145.0,,372
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9ab,simple-login/app,8,8,0.7142857142857143,False,,,6756341,42550.0,,156
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9ad,simple-login/app,10,10,0.8181818181818182,False,,,2493067,32177.0,,59
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.5833333333333334,False,,,1236175,39276.0,,41
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,1.0,False,1899246.0,8421.0,1907667,47837.0,2149.044,57
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,0.875,False,,,1278660,49251.0,1080.77,37
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,3,18,0.9090909090909091,False,,,3446178,3437810.0,,96
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,4,19,0.0,False,,,8689109,4331236.0,,210
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,6,21,0.7142857142857143,False,,,1049548,52622.0,1155.207,31
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,0.8,False,,,1815778,32819.0,,50
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.7692307692307693,False,457582.0,3372.0,460954,34428.0,694.502,19
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.9,False,,,1738097,47564.0,1518.515,55
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,12,27,0.875,False,,,2304546,48386.0,1301.342,70
ctxlimit-rerun2,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.5,False,,,4015103,60966.0,1335.049,99
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1,1,0.9,False,,,2464785,40464.0,,63
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,2,2,0.6923076923076923,False,,,2197846,57069.0,1157.954,52
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,6,6,0.4,False,,,3081472,60930.0,2363.456,77
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,7,7,0.6666666666666666,False,,,2298404,58978.0,3146.061,72
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,8,8,0.8571428571428571,False,,,4323560,45420.0,,90
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,10,10,0.0,False,,,7138822,53722.0,,165
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.0,False,,,3818524,62701.0,2107.118,94
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,0.8888888888888888,False,,,1926426,55278.0,2530.903,52
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,1.0,False,,,4156151,,,101
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,3,18,0.9090909090909091,False,,,1394948,53837.0,1096.815,38
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,4,19,0.8181818181818182,False,,,3995639,3981649.0,,98
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,6,21,0.7857142857142857,False,,,754670,43317.0,,23
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,0.9,False,,,3460947,58760.0,,79
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.8461538461538461,False,527462.0,5137.0,532599,29722.0,597.779,25
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.8,False,,,1085285,47156.0,885.346,32
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,12,27,1.0,False,,,2273899,53005.0,1502.615,66
ctxlimit-rerun2,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.5,False,,,2539797,53466.0,756.286,66
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9af,simple-login/app,3,3,0.23076923076923078,False,,,4570199,,,119
ctxlimit-shuffle1,control,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.875,False,,,817213,47708.0,934.413,24
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9a5,simple-login/app,6,6,0.6923076923076923,False,,,979848,51905.0,670.067,26
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.5333333333333333,False,,,3671525,,,93
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9a8,simple-login/app,10,10,1.0,False,,,2477417,52903.0,1531.639,68
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,0.0,False,,,4156158,69695.0,3071.132,93
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,0.0,False,,,9911723,9877222.0,,213
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.8,False,,,11269326,53871.0,,236
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.625,False,1184647.0,5321.0,1189968,36025.0,652.444,47
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,3,18,0.6,False,,,5434823,5423761.0,,136
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.8461538461538461,False,508240.0,3608.0,511848,27103.0,361.643,25
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.6666666666666666,False,,,3401183,3393101.0,,87
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,1.0,False,,,2001612,30906.0,,54
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,1.0,False,802613.0,9602.0,812215,38331.0,619.636,30
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,,,1965809,49393.0,1160.977,66
ctxlimit-shuffle1,control,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,15,30,0.5714285714285714,False,,,2713135,54556.0,,75
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,3,3,1.0,False,,,3555518,56441.0,,88
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.875,False,2082694.0,11722.0,2094416,48164.0,2045.735,62
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,6,6,0.5384615384615384,False,,,2043264,54483.0,1685.379,57
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.6666666666666666,False,,,2162228,56317.0,2295.731,57
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,10,10,0.0,False,,,4976200,52410.0,574.31,111
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,0.0,False,,,2845044,52226.0,1891.049,81
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,0.0,False,,,1615605,51176.0,,44
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.7,False,,,3395865,59355.0,2408.057,88
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.625,False,,,2716163,53050.0,1994.728,79
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,3,18,0.6,False,,,5556879,54224.0,,119
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.9230769230769231,False,861506.0,5408.0,866914,36669.0,729.27,30
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.6666666666666666,False,,,3051980,39450.0,,74
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,1.0,False,,,4564016,4551144.0,,109
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,1.0,False,,,1784279,48287.0,712.917,50
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,,,2455017,57221.0,750.476,72
ctxlimit-shuffle1,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,15,30,0.7142857142857143,False,,,4258280,4244143.0,,103
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,,,2766871,59572.0,1931.995,68
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,1.0,False,1885196.0,8353.0,1893549,46848.0,1590.328,56
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.4,False,,,9742690,67967.0,,207
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,1.0,False,1632738.0,6537.0,1639275,41307.0,1195.028,59
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,0.8,False,,,1670652,55953.0,1263.586,40
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.8461538461538461,False,,,3733812,61061.0,2694.448,89
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.5833333333333334,False,1906512.0,6403.0,1912915,45614.0,1346.964,58
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.5454545454545454,False,,,5413914,5403163.0,,137
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.5,False,,,1220230,51915.0,1012.989,33
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,0.9,False,,,1139061,54023.0,948.82,32
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,0.875,False,,,2247154,47053.0,1506.441,67
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,4,19,0.9090909090909091,False,,,1895683,34010.0,,57
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.8461538461538461,False,1175343.0,9892.0,1185235,32983.0,1184.709,54
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.375,False,,,1738274,47310.0,1029.96,53
ctxlimit-shuffle2,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.7272727272727273,False,,,1346832,47152.0,1012.442,43
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.9,False,,,3461834,47726.0,,81
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,1.0,False,,,3205834,53633.0,2863.253,89
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.7,False,,,2214802,53900.0,1698.409,64
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,0.8888888888888888,False,,,3100916,57958.0,2811.35,76
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,1.0,False,,,1380570,58394.0,1945.049,35
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.0,False,,,6899115,64174.0,,158
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.0,False,,,1877549,56435.0,607.352,47
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.7272727272727273,False,,,2695825,50536.0,,66
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.0,False,,,4528498,,,108
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,1.0,False,,,1387021,50238.0,1442.611,41
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,1.0,False,,,1155372,51507.0,1195.404,31
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,4,19,0.7272727272727273,False,,,783690,51629.0,1048.854,22
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.9230769230769231,False,1906160.0,7933.0,1914093,37166.0,1317.12,74
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.75,False,,,6854854,62213.0,,151
ctxlimit-shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.6363636363636364,False,,,3426268,57224.0,,84
