condition,replicate,arm,task_id,agg_score,is_failure,failure_cause,totalTokens,totalTokens_raw,runtimeSec,turns,n_compact,agg_score_excl
full,shuffle1,control,task-6905333b74f22949d97ba9af,0.7692307692307693,False,,7252198,98297.0,1961.466,135,0,0.7692307692307693
full,shuffle1,control,task-6905333b74f22949d97ba9ad,0.7272727272727273,False,,2868147,90898.0,1015.316,48,0,0.7272727272727273
full,shuffle1,control,task-6905333b74f22949d97baa1d,0.75,False,,1085880,42105.0,497.074,34,0,0.75
full,shuffle1,control,task-6905333b74f22949d97ba9a5,0.8461538461538461,False,,2237799,55650.0,827.688,55,0,0.8461538461538461
full,shuffle1,control,task-6905333b74f22949d97ba9e8,0.8666666666666667,False,,3360163,75021.0,993.024,72,0,0.8666666666666667
full,shuffle1,control,task-6905333b74f22949d97ba9aa,0.75,False,,2881324,78964.0,934.136,55,0,0.75
full,shuffle1,control,task-6905333b74f22949d97ba9ab,0.7142857142857143,False,,3431332,76559.0,721.023,73,0,0.7142857142857143
full,shuffle1,control,task-6905333b74f22949d97ba9a8,1.0,False,,1227641,62875.0,450.905,29,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9b2,0.8888888888888888,False,,3164651,66069.0,905.432,69,0,0.8888888888888888
full,shuffle1,control,task-6905333b74f22949d97ba9a4,1.0,False,,1761668,67381.0,468.966,35,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9a9,0.5,False,,2352425,57209.0,742.484,60,0,0.5
full,shuffle1,control,task-6905333b74f22949d97ba9a6,0.8181818181818182,False,,5916037,143050.0,3769.444,140,0,0.8181818181818182
full,shuffle1,control,task-6905333b74f22949d97ba9a7,1.0,False,,3265885,60346.0,1068.314,84,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9d3,0.7272727272727273,False,,1549167,67515.0,676.52,35,0,0.7272727272727273
full,shuffle1,control,task-6905333b74f22949d97ba9e0,0.75,False,,1836814,63157.0,593.579,41,0,0.75
full,shuffle1,control,task-6905333b74f22949d97ba9dd,0.5,False,,1943618,58054.0,538.017,51,0,0.5
full,shuffle1,control,task-6905333b74f22949d97ba9d7,0.8461538461538461,False,,1063055,31221.0,450.377,48,0,0.8461538461538461
full,shuffle1,control,task-6905333b74f22949d97ba9d2,0.9090909090909091,False,,2097310,59251.0,655.887,58,0,0.9090909090909091
full,shuffle1,control,task-6905333b74f22949d97ba9d9,1.0,False,,2612847,66292.0,1275.943,70,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9db,1.0,False,,2092974,59473.0,753.138,49,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9d8,0.5833333333333334,False,,1870740,62416.0,548.182,41,0,0.5833333333333334
full,shuffle1,control,task-6905333b74f22949d97ba9d6,0.9,False,,1166279,61690.0,325.246,27,0,0.9
full,shuffle1,control,task-6905333b74f22949d97ba9dc,1.0,False,,3567506,61188.0,1039.71,85,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9de,0.5555555555555556,False,,2116567,71655.0,508.15,41,0,0.5555555555555556
full,shuffle1,control,task-6905333b74f22949d97ba9d0,1.0,False,,2161255,57370.0,715.741,55,0,1.0
full,shuffle1,control,task-6905333b74f22949d97ba9d1,0.875,False,,1874062,46585.0,737.133,62,0,0.875
full,shuffle1,control,task-6905333b74f22949d97ba9d4,0.9090909090909091,False,,2715950,56960.0,1096.878,75,0,0.9090909090909091
full,shuffle1,control,task-6905333b74f22949d97ba9d5,0.5,False,,933135,57100.0,619.302,26,0,0.5
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,1.0,False,,7488535,98828.0,3026.467,142,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,0.6666666666666666,False,,3013200,58038.0,1586.362,82,0,0.6666666666666666
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9af,0.7692307692307693,False,,7914088,90758.0,2581.874,143,0,0.7692307692307693
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,0.8181818181818182,False,,4128919,101887.0,1427.568,61,0,0.8181818181818182
full,shuffle1,repo-scope,task-6905333b74f22949d97baa1d,0.5,False,,2035215,42042.0,1034.289,65,0,0.5
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a5,0.7692307692307693,False,,3175364,74006.0,1088.53,54,0,0.7692307692307693
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,0.7333333333333333,False,,2393308,64027.0,832.019,53,0,0.7333333333333333
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,0.8333333333333334,False,,3211533,73049.0,1440.519,71,0,0.8333333333333334
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9ab,0.8571428571428571,False,,10669252,112716.0,4165.671,176,0,0.8571428571428571
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a8,1.0,False,,10100977,105176.0,4355.611,190,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,1.0,False,,2711372,54223.0,851.971,71,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,1.0,False,,1922203,70597.0,617.806,37,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,0.6,False,,1584188,56877.0,547.213,37,0,0.6
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,0.9090909090909091,False,,6961241,135236.0,4743.538,188,0,0.9090909090909091
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,0.9230769230769231,False,,4634897,79689.0,932.092,94,0,0.9230769230769231
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,1.0,False,,2730141,67619.0,597.372,61,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,0.5,False,,4275260,79801.0,941.272,78,0,0.5
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9dd,0.0,True,other,1067651,56630.0,311.014,28,0,
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,0.9230769230769231,False,,1235160,37375.0,341.197,44,0,0.9230769230769231
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,0.9090909090909091,False,,1290692,66766.0,419.174,30,0,0.9090909090909091
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,0.9,False,,1166748,55192.0,331.159,30,0,0.9
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9db,1.0,False,,895131,61438.0,293.575,23,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,0.5833333333333334,False,,1658574,61549.0,484.68,36,0,0.5833333333333334
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,0.9,False,,2100579,79132.0,539.343,40,0,0.9
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9dc,1.0,False,,6367402,82060.0,3046.216,113,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9de,0.0,True,gateway_stall,3572448,,,69,0,
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d0,1.0,False,,1844987,60082.0,1575.794,45,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,1.0,False,,1992041,50189.0,1234.221,59,0,1.0
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,0.8181818181818182,False,,1567446,52278.0,1001.731,42,0,0.8181818181818182
full,shuffle1,repo-scope,task-6905333b74f22949d97ba9d5,0.7142857142857143,False,,1091689,54129.0,467.22,28,0,0.7142857142857143
full,shuffle2,control,task-6905333b74f22949d97ba9ac,0.6,False,,2786329,57632.0,1578.33,70,0,0.6
full,shuffle2,control,task-6905333b74f22949d97ba9a7,0.9230769230769231,False,,3136379,65109.0,1266.957,70,0,0.9230769230769231
full,shuffle2,control,task-6905333b74f22949d97ba9a9,0.5,False,,4006279,73396.0,1912.938,85,0,0.5
full,shuffle2,control,task-6905333b74f22949d97ba9ab,0.7142857142857143,False,,10501904,67295.0,,232,1,0.7142857142857143
full,shuffle2,control,task-6905333b74f22949d97baa1d,0.75,False,,1814341,58083.0,728.102,45,0,0.75
full,shuffle2,control,task-6905333b74f22949d97ba9b2,1.0,False,,1505373,40067.0,386.049,50,0,1.0
full,shuffle2,control,task-6905333b74f22949d97ba9a8,1.0,False,,1672475,53002.0,343.327,42,0,1.0
full,shuffle2,control,task-6905333b74f22949d97ba9e8,0.6666666666666666,False,,2688009,63119.0,706.453,61,0,0.6666666666666666
full,shuffle2,control,task-6905333b74f22949d97ba9af,0.7692307692307693,False,,5710625,87651.0,1815.593,114,0,0.7692307692307693
full,shuffle2,control,task-6905333b74f22949d97ba9ae,0.6666666666666666,False,,3324640,76440.0,816.567,57,0,0.6666666666666666
full,shuffle2,control,task-6905333b74f22949d97ba9aa,0.6666666666666666,False,,2065043,70735.0,476.88,45,0,0.6666666666666666
full,shuffle2,control,task-6905333b74f22949d97ba9a5,0.7692307692307693,False,,2589738,59225.0,642.296,62,0,0.7692307692307693
full,shuffle2,control,task-6905333b74f22949d97ba9a6,0.6363636363636364,False,,5490807,104553.0,1886.873,87,0,0.6363636363636364
full,shuffle2,control,task-6905333b74f22949d97ba9a4,1.0,False,,3379611,76004.0,841.23,71,0,1.0
full,shuffle2,control,task-6905333b74f22949d97ba9ad,0.5454545454545454,False,,4270374,81044.0,1066.888,87,0,0.5454545454545454
full,shuffle2,control,task-6905333b74f22949d97ba9dd,0.4,False,,1437404,58078.0,940.64,39,0,0.4
full,shuffle2,control,task-6905333b74f22949d97ba9d6,0.9,False,,1639772,70793.0,631.037,36,0,0.9
full,shuffle2,control,task-6905333b74f22949d97ba9d1,0.875,False,,1743420,44459.0,531.686,54,0,0.875
full,shuffle2,control,task-6905333b74f22949d97ba9d2,0.9090909090909091,False,,1478025,56554.0,552.697,42,0,0.9090909090909091
full,shuffle2,control,task-6905333b74f22949d97ba9db,0.9166666666666666,False,,1000526,61975.0,279.356,23,0,0.9166666666666666
full,shuffle2,control,task-6905333b74f22949d97ba9d9,0.6,False,,1814914,49976.0,503.202,59,0,0.6
full,shuffle2,control,task-6905333b74f22949d97ba9d7,0.8461538461538461,False,,1430831,39661.0,342.856,50,0,0.8461538461538461
full,shuffle2,control,task-6905333b74f22949d97ba9e0,0.75,False,,2708537,59125.0,793.331,70,0,0.75
full,shuffle2,control,task-6905333b74f22949d97ba9d4,0.8181818181818182,False,,2711362,57185.0,515.697,78,0,0.8181818181818182
full,shuffle2,control,task-6905333b74f22949d97ba9d8,0.6666666666666666,False,,1822727,59796.0,480.231,39,0,0.6666666666666666
full,shuffle2,control,task-6905333b74f22949d97ba9d0,1.0,False,,2514849,55076.0,779.095,73,0,1.0
full,shuffle2,control,task-6905333b74f22949d97ba9d5,0.6428571428571429,False,,2334017,54078.0,641.952,65,0,0.6428571428571429
full,shuffle2,control,task-6905333b74f22949d97ba9de,0.4444444444444444,False,,2901604,72662.0,857.187,54,0,0.4444444444444444
full,shuffle2,control,task-6905333b74f22949d97ba9d3,1.0,False,,1250898,53918.0,465.149,32,0,1.0
full,shuffle2,control,task-6905333b74f22949d97ba9dc,1.0,False,,1394495,61461.0,390.902,30,0,1.0
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,0.6,False,,3251404,70304.0,1626.039,61,0,0.6
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,1.0,False,,2026746,66641.0,1505.587,50,0,1.0
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,0.6,False,,5442666,79423.0,3529.085,115,0,0.6
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9ab,0.8571428571428571,False,,4807062,75154.0,1904.637,90,0,0.8571428571428571
full,shuffle2,repo-scope,task-6905333b74f22949d97baa1d,0.875,False,,1659746,52383.0,1497.795,52,0,0.875
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,1.0,False,,3132196,67197.0,1404.342,82,0,1.0
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,1.0,False,,2162410,46674.0,808.497,68,0,1.0
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9e8,0.4666666666666667,False,,4347906,66258.0,1308.773,96,0,0.4666666666666667
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9af,0.8461538461538461,False,,3110583,66267.0,1415.63,74,0,0.8461538461538461
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,0.6666666666666666,False,,2526693,53732.0,977.04,69,0,0.6666666666666666
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,0.8333333333333334,False,,1600756,72795.0,878.065,36,0,0.8333333333333334
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a5,0.6153846153846154,False,,1984090,52944.0,1650.473,54,0,0.6153846153846154
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,0.7272727272727273,False,,4899089,120759.0,3123.392,124,0,0.7272727272727273
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9a4,0.0,True,other,1288680,51084.0,556.327,32,0,
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,0.7272727272727273,False,,2978127,83171.0,867.061,58,0,0.7272727272727273
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,0.4,False,,782490,53428.0,422.349,22,0,0.4
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,0.9,False,,1399445,62936.0,432.647,34,0,0.9
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,0.875,False,,1649151,41504.0,799.398,59,0,0.875
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d2,0.7272727272727273,False,,1088415,54654.0,496.436,28,0,0.7272727272727273
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9db,0.9166666666666666,False,,3133983,73772.0,1013.559,62,0,0.9166666666666666
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,0.8,False,,1432412,42190.0,700.726,52,0,0.8
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,0.8461538461538461,False,,2053919,50599.0,854.703,55,0,0.8461538461538461
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9e0,0.875,False,,1877043,51257.0,745.499,50,0,0.875
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,0.8181818181818182,False,,2105257,60582.0,662.134,53,0,0.8181818181818182
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d8,0.75,False,,2801828,70043.0,620.754,56,0,0.75
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,1.0,False,,2522662,66954.0,559.204,59,0,1.0
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d5,0.5714285714285714,False,,1259907,68748.0,512.087,27,0,0.5714285714285714
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9de,0.2222222222222222,False,,4466283,89454.0,1347.812,75,0,0.2222222222222222
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9d3,0.9090909090909091,False,,2085408,67893.0,572.725,42,0,0.9090909090909091
full,shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,1.0,False,,10903372,91160.0,2283.183,184,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a4,1.0,False,,1605595,54573.0,1187.64,40,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a5,0.6923076923076923,False,,2352857,59034.0,1393.31,54,0,0.6923076923076923
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a6,0.8181818181818182,False,,20802707,71700.0,,341,1,0.8181818181818182
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a7,1.0,False,,2402435,55392.0,1433.403,63,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a8,1.0,False,,1562089,58896.0,1200.754,38,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9a9,0.6,False,,1928775,58297.0,1134.875,50,0,0.6
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9aa,0.6666666666666666,False,,16185108,8079145.0,,372,3,0.6666666666666666
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9ab,0.7142857142857143,False,,6756341,42550.0,,156,3,0.7142857142857143
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9ac,0.6,False,,1921630,54614.0,1519.097,50,0,0.6
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9ad,0.8181818181818182,False,,2493067,32177.0,,59,2,0.8181818181818182
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9ae,0.5833333333333334,False,,1236175,39276.0,,41,1,0.5833333333333334
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9af,0.8461538461538461,False,,4391600,47942.0,,113,2,0.8461538461538461
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9b2,1.0,False,,1907667,47837.0,2149.044,57,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9e8,0.7333333333333333,False,,3767016,62301.0,2432.282,84,0,0.7333333333333333
ctxlimit,ctxlimit,control,task-6905333b74f22949d97baa1d,0.875,False,,1488555,54493.0,1463.081,37,0,0.875
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d0,1.0,False,,2746477,53399.0,2000.018,78,0,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d1,0.875,False,,1278660,49251.0,1080.77,37,0,0.875
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d2,0.9090909090909091,False,,3446178,3437810.0,,96,3,0.9090909090909091
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d3,0.0,False,,8689109,4331236.0,,210,3,0.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d4,0.0,True,context_overflow,15043394,7518266.0,,362,3,0.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d5,0.7142857142857143,False,,1049548,52622.0,1155.207,31,0,0.7142857142857143
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d6,0.8,False,,1815778,32819.0,,50,2,0.8
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d7,0.7692307692307693,False,,460954,34428.0,694.502,19,0,0.7692307692307693
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d8,0.0,True,context_overflow,2973759,2969596.0,,79,3,0.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9d9,0.9,False,,1738097,47564.0,1518.515,55,0,0.9
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9db,1.0,False,,1432206,41855.0,,40,2,1.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9dc,0.875,False,,2304546,48386.0,1301.342,70,0,0.875
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9dd,0.0,True,gateway_stall,1325177,,,37,0,
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9de,0.0,True,context_overflow,2597773,2594095.0,,73,3,0.0
ctxlimit,ctxlimit,control,task-6905333b74f22949d97ba9e0,0.5,False,,4015103,60966.0,1335.049,99,0,0.5
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a4,1.0,False,,2217613,55784.0,,56,1,1.0
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a5,0.9230769230769231,False,,1354000,46296.0,625.765,42,0,0.9230769230769231
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a6,0.8181818181818182,False,,6690300,46026.0,,133,2,0.8181818181818182
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a7,1.0,False,,6669813,59816.0,,176,2,1.0
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a8,1.0,False,,1620256,56953.0,639.598,41,0,1.0
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9a9,0.6,False,,2957473,56546.0,976.792,78,0,0.6
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9aa,0.0,True,context_overflow,13731269,6862286.0,,336,3,0.0
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,0.0,True,context_overflow,22599026,11286666.0,,462,2,0.0
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9ac,0.6,False,,2143452,58012.0,497.417,52,0,0.6
ctxlimit,ctxlimit,repo-scope,task-6905333b74f22949d97ba9ad,0.0,True,context_overflow,10948122,5473235.0,,250,3,0.0
