run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,675036b7-224a-4141-ae68-58c4b5d01040,5,SimpleLogin alias creation flow frontend request backend,0,0,0,,,,,SimpleLogin alias creation flow frontend request backend,13.0,1208.0,,,0.7142857142857143,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,675036b7-224a-4141-ae68-58c4b5d01040,6,alias creation database tables events background tasks error handling,0,0,0,,,,,,,,,,0.7142857142857143,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,675036b7-224a-4141-ae68-58c4b5d01040,7,SimpleLogin alias creation database tables events background tasks error handling,0,0,0,,,,,,,,,,0.7142857142857143,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,675036b7-224a-4141-ae68-58c4b5d01040,8,SimpleLogin alias creation frontend request backend response database,0,0,0,,,,,,,,,,0.7142857142857143,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ab,8,simple-login/app,675036b7-224a-4141-ae68-58c4b5d01040,9,SimpleLogin alias creation flow frontend request backend,0,0,0,,,,,,,,,,0.7142857142857143,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ac,9,simple-login/app,bfbffaa3-75b5-44b3-a108-3e444695a953,1,SimpleLogin email forwarding alias processing,0,0,0,,,,,SimpleLogin email forwarding alias processing,13.0,1382.0,1.0,1.0,0.6,0.4,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ac,9,simple-login/app,bfbffaa3-75b5-44b3-a108-3e444695a953,2,SimpleLogin email forwarding alias handler SMTP,0,0,0,,,,,SimpleLogin email forwarding alias handler SMTP,13.0,1156.0,1.0,1.0,0.6,0.4,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,08c5614e-1ee2-4983-a580-f9ac4e25d17a,1,SimpleLogin repository structure setup,0,0,0,,,,,SimpleLogin repository structure setup,13.0,1876.0,,,0.8181818181818182,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,08c5614e-1ee2-4983-a580-f9ac4e25d17a,2,SimpleLogin architecture setup verification,0,0,0,,,,,SimpleLogin architecture setup verification,13.0,1182.0,,,0.8181818181818182,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,08c5614e-1ee2-4983-a580-f9ac4e25d17a,3,SimpleLogin setup authentication email forwarding background jobs,0,0,0,,,,,SimpleLogin setup authentication email forwarding background jobs,13.0,1157.0,,,0.8181818181818182,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ad,10,simple-login/app,08c5614e-1ee2-4983-a580-f9ac4e25d17a,4,SimpleLogin setup local email forwarding authentication,0,0,0,,,,,SimpleLogin setup local email forwarding authentication,13.0,1198.0,,,0.8181818181818182,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ae,11,simple-login/app,25a8322c-e40e-4795-bd5c-c0e7a5af3811,1,SimpleLogin reply email resolution contact alias forwarding,0,0,0,,,,,SimpleLogin reply email resolution contact alias forwarding,13.0,1355.0,0.5833333333333334,0.0,0.5833333333333334,0.0,tied
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9ae,11,simple-login/app,25a8322c-e40e-4795-bd5c-c0e7a5af3811,2,SimpleLogin reply email resolution contact lookup race condition non-unique index,0,0,0,,,,,SimpleLogin reply email resolution contact lookup race condition non-unique index,13.0,1241.0,0.5833333333333334,0.0,0.5833333333333334,0.0,tied
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9af,12,simple-login/app,1f30533e-2e6f-4ed6-9517-791de169dc91,1,database PostgreSQL initialization email domain,0,0,0,,,,,database PostgreSQL initialization email domain,13.0,1707.0,0.7692307692307693,0.0,0.8461538461538461,-0.07692307692307687,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9af,12,simple-login/app,1f30533e-2e6f-4ed6-9517-791de169dc91,2,database initialization email handler startup SimpleLogin,0,0,0,,,,,database initialization email handler startup SimpleLogin,13.0,1182.0,0.7692307692307693,0.0,0.8461538461538461,-0.07692307692307687,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9b2,13,simple-login/app,720b657b-9bc5-44c4-8ebe-ca5cab5dbe9f,1,bounce email handling SimpleLogin,0,0,0,,,,,bounce email handling SimpleLogin,13.0,1473.0,0.8888888888888888,0.0,1.0,-0.11111111111111116,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9b2,13,simple-login/app,720b657b-9bc5-44c4-8ebe-ca5cab5dbe9f,2,bounce SMTP response status E211 E212 E512 routing verification,0,0,0,,,,,bounce SMTP response status E211 E212 E512 routing verification,13.0,1495.0,0.8888888888888888,0.0,1.0,-0.11111111111111116,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d0,16,paperless-ngx/paperless-ngx,ca06c333-35d1-4e58-b9c4-b44c70c7d41a,1,paperless-ngx task scheduler periodic celery,0,0,0,,,,,paperless-ngx task scheduler periodic celery,0.0,3154.0,1.0,1.0,1.0,0.0,tied
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d0,16,paperless-ngx/paperless-ngx,ca06c333-35d1-4e58-b9c4-b44c70c7d41a,2,paperless-ngx periodic tasks schedule celery django-q sanity checker index,5,5,0,68.2608834,60.779,79.32050000000001,37f53f26-9c1c-4df5-a403-aee9426df5e3;9e0e5f55-a009-425d-bc7f-581a4219bd62;e15b9611-997d-484c-9459-9028b51753ab;029f77f4-9f6f-4b89-87c9-dcd60455f221;ae0b9e30-d4fb-4193-a886-3a36cb367495,paperless-ngx periodic tasks schedule celery django-q sanity checker index,5.0,226.0,1.0,1.0,1.0,0.0,tied
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d1,17,paperless-ngx/paperless-ngx,63912f10-1662-4240-935f-4a4184713639,1,Paperless-NGX search index synchronization,5,5,0,57.9972542,54.63149000000001,61.586105999999994,e15b9611-997d-484c-9459-9028b51753ab;ae0b9e30-d4fb-4193-a886-3a36cb367495;9e0e5f55-a009-425d-bc7f-581a4219bd62;029f77f4-9f6f-4b89-87c9-dcd60455f221;37f53f26-9c1c-4df5-a403-aee9426df5e3,Paperless-NGX search index synchronization,5.0,143.0,0.75,0.0,0.875,-0.125,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d1,17,paperless-ngx/paperless-ngx,63912f10-1662-4240-935f-4a4184713639,2,Paperless-NGX index synchronization API update reindex raw SQL,0,0,0,,,,,Paperless-NGX index synchronization API update reindex raw SQL,6.0,1458.0,0.75,0.0,0.875,-0.125,degraded
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d2,18,paperless-ngx/paperless-ngx,fe2d9562-fc1f-4031-a056-11128db53482,1,paperless-ngx document processing workflow metadata,0,0,0,,,,,paperless-ngx document processing workflow metadata,6.0,357.0,1.0,1.0,0.9090909090909091,0.09090909090909094,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,e14ec69b-014b-488b-ade0-7a778dadd9b1,1,paperless-ngx document ingestion pipeline,0,0,0,,,,,paperless-ngx document ingestion pipeline,9.0,1308.0,1.0,1.0,0.0,1.0,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,e14ec69b-014b-488b-ade0-7a778dadd9b1,2,paperless-ngx document ingestion pipeline services log messages database tables file storage,0,0,0,,,,,paperless-ngx document ingestion pipeline services log messages database tables file storage,12.0,128.0,1.0,1.0,0.0,1.0,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,e14ec69b-014b-488b-ade0-7a778dadd9b1,3,paperless-ngx ingestion pipeline services log messages database tables file storage,0,0,0,,,,,paperless-ngx ingestion pipeline services log messages database tables file storage,12.0,1239.0,1.0,1.0,0.0,1.0,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d3,19,paperless-ngx/paperless-ngx,e14ec69b-014b-488b-ade0-7a778dadd9b1,4,paperless-ngx document ingestion pipeline,0,0,0,,,,,paperless-ngx document ingestion pipeline,12.0,1153.0,1.0,1.0,0.0,1.0,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d4,20,paperless-ngx/paperless-ngx,4c29d039-2ad5-46f0-9404-b72626165d5b,1,Paperless-NGX runtime background processes,0,0,0,,,,,Paperless-NGX runtime background processes,13.0,341.0,0.9090909090909091,0.0,,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d4,20,paperless-ngx/paperless-ngx,4c29d039-2ad5-46f0-9404-b72626165d5b,2,Paperless-ngx runtime log messages startup periodic tasks,0,0,0,,,,,Paperless-ngx runtime log messages startup periodic tasks,13.0,1150.0,0.9090909090909091,0.0,,,
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d5,21,paperless-ngx/paperless-ngx,14a038ac-fd62-44f8-95a2-a16f53038292,1,Paperless-NGX document ingestion processing pipeline,0,0,0,,,,,Paperless-NGX document ingestion processing pipeline,13.0,258.0,0.9285714285714286,0.0,0.7142857142857143,0.2142857142857143,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d5,21,paperless-ngx/paperless-ngx,14a038ac-fd62-44f8-95a2-a16f53038292,2,Paperless-NGX repository structure,0,0,0,,,,,Paperless-NGX repository structure,13.0,1252.0,0.9285714285714286,0.0,0.7142857142857143,0.2142857142857143,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,cd08c4d2-ede1-427e-8006-1471754d30a3,1,paperless-ngx OCR processing document state,0,0,0,,,,,paperless-ngx OCR processing document state,13.0,1494.0,0.9,0.0,0.8,0.09999999999999998,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,cd08c4d2-ede1-427e-8006-1471754d30a3,2,OCR processing document state progress signals,0,0,0,,,,,OCR processing document state progress signals,13.0,1143.0,0.9,0.0,0.8,0.09999999999999998,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,cd08c4d2-ede1-427e-8006-1471754d30a3,3,paperless-ngx OCR document processing,0,0,0,,,,,paperless-ngx OCR document processing,13.0,1187.0,0.9,0.0,0.8,0.09999999999999998,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,cd08c4d2-ede1-427e-8006-1471754d30a3,4,paperless-ngx OCR behavior document processing,0,0,0,,,,,paperless-ngx OCR behavior document processing,13.0,183.0,0.9,0.0,0.8,0.09999999999999998,improved
20260913T035631.013586628Z-openclaw-sweatlasqa-pilot30-ctxlimit-amem-repo-sglang,pilot30-ctxlimit,repo-scope,task-6905333b74f22949d97ba9d6,22,paperless-ngx/paperless-ngx,cd08c4d2-ede1-427e-8006-1471754d30a3,5,paperless-ngx OCR pipeline consumer processing background workers,0,0,0,,,,,paperless-ngx OCR pipeline consumer processing background workers,13.0,1221.0,0.9,0.0,0.8,0.09999999999999998,improved
