run_dir,replicate,arm,task_id,occurrence,repository,session_id,call_seq,query,n_results,n_via_match,n_via_link,sim_mean,sim_min,sim_max,note_ids,gateway_log_query,gateway_log_n_results,gateway_log_latency_ms,agg_score,reward,control_agg_score,delta,bucket
20260913T063321.846516847Z-openclaw-sweatlasqa-pilot30-amem-global-sglang,pilot30,global-scope,task-6905333b74f22949d97ba9de,29,paperless-ngx/paperless-ngx,47a3a8ee-7b1c-4e5c-a55e-e1e1347b73fb,2,Paperless memory spike root causes content field depth serializer prefetch,0,0,0,,,,,Paperless memory spike root causes content field depth serializer prefetch,13,1241,0.5555555555555556,0.0,0.3333333333333333,0.22222222222222227,improved
20260913T063321.846516847Z-openclaw-sweatlasqa-pilot30-amem-global-sglang,pilot30,global-scope,task-6905333b74f22949d97ba9e0,30,paperless-ngx/paperless-ngx,b9b14b2d-3e48-4a5f-a8a6-31c9dded0890,1,documents list pagination filtering sorting duplicates,0,0,0,,,,,documents list pagination filtering sorting duplicates,13,1211,0.375,0.0,0.625,-0.25,degraded
20260913T063321.846516847Z-openclaw-sweatlasqa-pilot30-amem-global-sglang,pilot30,global-scope,task-6905333b74f22949d97ba9e8,14,simple-login/app,8a1555de-a30d-4fad-b6f8-a75fdfc1ad27,1,SimpleLogin authentication API sessions,0,0,0,,,,,SimpleLogin authentication API sessions,13,293,0.5333333333333333,0.0,0.8,-0.2666666666666667,degraded
20260913T063321.846516847Z-openclaw-sweatlasqa-pilot30-amem-global-sglang,pilot30,global-scope,task-6905333b74f22949d97ba9e8,14,simple-login/app,8a1555de-a30d-4fad-b6f8-a75fdfc1ad27,2,SimpleLogin API authentication session storage email headers,0,0,0,,,,,SimpleLogin API authentication session storage email headers,18,1219,0.5333333333333333,0.0,0.8,-0.2666666666666667,degraded
20260913T063321.846516847Z-openclaw-sweatlasqa-pilot30-amem-global-sglang,pilot30,global-scope,task-6905333b74f22949d97baa1d,15,simple-login/app,9f829955-52f2-4daa-9144-b0fe821fe725,1,SimpleLogin session handling Redis deserialization,0,0,0,,,,,SimpleLogin session handling Redis deserialization,13,1317,0.75,0.0,0.5,0.25,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9a5,6,simple-login/app,d4cf1b56-ff2a-4722-a1f4-2292205f6b11,1,alias creation validation signed suffix rate limiting quota,0,0,0,,,,,alias creation validation signed suffix rate limiting quota,9,1652,0.6153846153846154,0.0,0.8461538461538461,-0.23076923076923073,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9a5,6,simple-login/app,d4cf1b56-ff2a-4722-a1f4-2292205f6b11,2,alias creation API error status code validation rate limit signature tampered,0,0,0,,,,,alias creation API error status code validation rate limit signature tampered,9,1300,0.6153846153846154,0.0,0.8461538461538461,-0.23076923076923073,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9a6,14,simple-login/app,43b2afac-ab85-4ce2-bf92-db600be7a5d4,1,email privacy system anonymous aliases initialization,0,0,0,,,,,email privacy system anonymous aliases initialization,9,1525,0.8181818181818182,0.0,0.8181818181818182,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9a6,14,simple-login/app,43b2afac-ab85-4ce2-bf92-db600be7a5d4,2,SimpleLogin migration table count user registration login API max_alias config,0,0,0,,,,,SimpleLogin migration table count user registration login API max_alias config,11,253,0.8181818181818182,0.0,0.8181818181818182,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9a7,15,simple-login/app,ca5f8dda-e8a3-48eb-8184-9b931b6cf5d8,1,SimpleLogin workflow verification code forwarding,0,0,0,,,,,SimpleLogin workflow verification code forwarding,11,1214,0.9230769230769231,0.0,1.0,-0.07692307692307687,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,369e7eca-269e-4ce6-9841-bb0ae1bfb366,1,SimpleLogin email forwarding alias processing,0,0,0,,,,,SimpleLogin email forwarding alias processing,0,61,,,0.6,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ac,1,simple-login/app,369e7eca-269e-4ce6-9841-bb0ae1bfb366,2,SimpleLogin email forwarding log message status code from header VERP,2,2,0,68.890545,66.48475,71.29634,ccc0679b-1976-46e6-9de9-6e9fe28d809a;50b46470-6669-4a2f-bc8c-4151733514ff,SimpleLogin email forwarding log message status code from header VERP,2,208,,,0.6,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ad,4,simple-login/app,bf452cff-fc60-4e42-a1e9-a72ef9014d7d,1,SimpleLogin setup authentication email forwarding,0,0,0,,,,,SimpleLogin setup authentication email forwarding,7,1961,,,0.7272727272727273,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ad,4,simple-login/app,bf452cff-fc60-4e42-a1e9-a72ef9014d7d,2,SimpleLogin registration login activation email forwarding dashboard startup background jobs,0,0,0,,,,,SimpleLogin registration login activation email forwarding dashboard startup background jobs,8,1370,,,0.7272727272727273,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ae,2,simple-login/app,fa25ed0b-2e02-4be6-9469-d6c383e0e9d5,1,SimpleLogin inbound reply email contact resolution forwarding,2,2,0,66.787968,64.35581,69.22012600000001,ccc0679b-1976-46e6-9de9-6e9fe28d809a;50b46470-6669-4a2f-bc8c-4151733514ff,SimpleLogin inbound reply email contact resolution forwarding,2,258,0.6666666666666666,0.0,0.5,0.16666666666666663,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9ae,2,simple-login/app,fa25ed0b-2e02-4be6-9469-d6c383e0e9d5,2,SimpleLogin reply resolution race condition contact lookup forwarding,4,4,0,59.51513675,55.39701,65.591997,ccc0679b-1976-46e6-9de9-6e9fe28d809a;475e2c95-af0c-4fd3-92a7-0bc6a3835bb3;d5c66f52-1951-4440-a0bc-08a7bb0e2e95;50b46470-6669-4a2f-bc8c-4151733514ff,SimpleLogin reply resolution race condition contact lookup forwarding,4,123,0.6666666666666666,0.0,0.5,0.16666666666666663,improved
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9af,3,simple-login/app,27fb13c5-789c-445b-84ba-e48e1d3118af,1,application structure database server email,4,4,0,52.021189750000005,49.916905,54.277754,ccc0679b-1976-46e6-9de9-6e9fe28d809a;475e2c95-af0c-4fd3-92a7-0bc6a3835bb3;50b46470-6669-4a2f-bc8c-4151733514ff;d5c66f52-1951-4440-a0bc-08a7bb0e2e95,application structure database server email,4,138,0.6153846153846154,0.0,0.7692307692307693,-0.15384615384615385,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9af,3,simple-login/app,27fb13c5-789c-445b-84ba-e48e1d3118af,2,database error login page startup SLDomain email handler,0,0,0,,,,,database error login page startup SLDomain email handler,7,2207,0.6153846153846154,0.0,0.7692307692307693,-0.15384615384615385,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d0,27,paperless-ngx/paperless-ngx,9775681f-fa0d-4293-9b95-997c1eb7804c,1,paperless-ngx celery periodic tasks maintenance,0,0,0,,,,,paperless-ngx celery periodic tasks maintenance,13,1880,1.0,1.0,1.0,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d1,28,paperless-ngx/paperless-ngx,2289546c-f6c4-4cfe-86eb-43396efd2b48,1,Paperless-NGX search index synchronization document changes,0,0,0,,,,,Paperless-NGX search index synchronization document changes,13,1934,0.0,0.0,0.875,-0.875,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d2,20,paperless-ngx/paperless-ngx,d1aee757-fed2-4e7c-9d0a-59cfccf1ea37,1,paperless-ngx document processing pipeline metadata,0,0,0,,,,,paperless-ngx document processing pipeline metadata,8,1236,0.7272727272727273,0.0,0.9090909090909091,-0.18181818181818177,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d3,16,paperless-ngx/paperless-ngx,885f46bf-d60f-4362-9d45-20232775bf53,1,paperless-ngx document ingestion pipeline processing,0,0,0,,,,,paperless-ngx document ingestion pipeline processing,13,1208,,,0.7272727272727273,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d3,16,paperless-ngx/paperless-ngx,885f46bf-d60f-4362-9d45-20232775bf53,2,paperless-ngx document ingestion classification training ML,0,0,0,,,,,paperless-ngx document ingestion classification training ML,13,1258,,,0.7272727272727273,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d4,29,paperless-ngx/paperless-ngx,93a92e64-cae4-4d05-abfc-fd164192c788,1,Paperless-NGX codebase background processes tasks,0,0,0,,,,,Paperless-NGX codebase background processes tasks,13,1739,0.8181818181818182,0.0,0.9090909090909091,-0.09090909090909083,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d4,29,paperless-ngx/paperless-ngx,93a92e64-cae4-4d05-abfc-fd164192c788,2,Paperless-NGX periodic tasks background processes startup log messages health,0,0,0,,,,,Paperless-NGX periodic tasks background processes startup log messages health,13,1303,0.8181818181818182,0.0,0.9090909090909091,-0.09090909090909083,degraded
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d5,30,paperless-ngx/paperless-ngx,d34b69c6-75b3-4ded-8b80-53b0fa389a30,1,Paperless-NGX document ingestion processing pipeline,0,0,0,,,,,Paperless-NGX document ingestion processing pipeline,13,1685,,,0.5,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d5,30,paperless-ngx/paperless-ngx,d34b69c6-75b3-4ded-8b80-53b0fa389a30,2,document ingestion pipeline detection parsing classification indexing,0,0,0,,,,,document ingestion pipeline detection parsing classification indexing,13,1186,,,0.5,,
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d6,24,paperless-ngx/paperless-ngx,0a73bb22-a909-4ff8-b11e-0cb2fbb85bb1,1,paperless-ngx OCR processing,0,0,0,,,,,paperless-ngx OCR processing,13,1205,0.9,0.0,0.9,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d7,19,paperless-ngx/paperless-ngx,1780d0d3-499c-422a-8453-dc79eb2cc047,1,paperless API authentication token Django,0,0,0,,,,,paperless API authentication token Django,12,1471,0.8461538461538461,0.0,0.8461538461538461,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d7,19,paperless-ngx/paperless-ngx,1780d0d3-499c-422a-8453-dc79eb2cc047,2,paperless authentication token header API endpoint,0,0,0,,,,,paperless authentication token header API endpoint,13,1153,0.8461538461538461,0.0,0.8461538461538461,0.0,tied
20260914T035338.436341279Z-openclaw-sweatlasqa-pilot30-shuffle1-amem-global-sglang,pilot30-shuffle1,global-scope,task-6905333b74f22949d97ba9d8,23,paperless-ngx/paperless-ngx,f57b37ed-a24f-40ec-a1de-3e10851a5ff0,1,document classification machine learning pipeline test,0,0,0,,,,,document classification machine learning pipeline test,13,1773,0.6666666666666666,0.0,0.5833333333333334,0.08333333333333326,improved
