replicate,arm,task_id,repository,position,global_position,agg_score,is_failure,inputTokens,outputTokens,runtimeSec,turns
pilot30,task-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,14,29,0.4444444444444444,False,3981769.0,10343.0,841.689,71
pilot30,task-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.625,False,6527369.0,23044.0,1653.188,122
pilot30,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1,1,1.0,False,2032515.0,13282.0,1020.902,39
pilot30,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,2,2,1.0,False,2261980.0,9172.0,1209.505,59
pilot30,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,3,3,0.8181818181818182,False,,,5968.026,191
pilot30,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,4,4,1.0,False,1946816.0,20767.0,1415.951,60
pilot30,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,6,6,0.4,False,5623214.0,16600.0,2066.356,117
pilot30,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,7,7,0.6666666666666666,False,,,1807.31,53
pilot30,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,9,9,0.6,False,4502116.0,13001.0,1529.637,95
pilot30,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,11,11,0.5833333333333334,False,3677613.0,11406.0,1219.829,84
pilot30,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,12,12,0.7692307692307693,False,3101754.0,11439.0,1350.844,65
pilot30,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,13,13,1.0,False,1628737.0,8120.0,585.741,51
pilot30,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,14,14,0.6666666666666666,False,2609503.0,10630.0,1043.794,78
pilot30,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,15,15,0.875,False,2002707.0,18713.0,859.438,75
pilot30,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,2,17,0.75,False,1841431.0,10779.0,859.325,66
pilot30,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,3,18,1.0,False,2062226.0,6770.0,520.155,53
pilot30,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,4,19,0.8181818181818182,False,2162472.0,12518.0,509.689,53
pilot30,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,5,20,0.7272727272727273,False,2377581.0,9941.0,598.72,72
pilot30,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,6,21,0.7857142857142857,False,1438650.0,5333.0,324.315,39
pilot30,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,7,22,0.9,False,1670631.0,5582.0,371.348,40
pilot30,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,8,23,0.9230769230769231,False,2058074.0,14302.0,644.133,86
pilot30,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,9,24,0.75,False,2289568.0,7020.0,512.202,46
pilot30,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,10,25,0.7,False,1059459.0,9914.0,328.905,32
pilot30,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,11,26,0.9166666666666666,False,1670910.0,6647.0,447.769,34
pilot30,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,12,27,0.875,False,3458738.0,14497.0,911.058,77
pilot30,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,13,28,0.6,False,2498635.0,8861.0,792.391,65
pilot30,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,14,29,0.4444444444444444,False,4707555.0,27160.0,1403.052,76
pilot30,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,15,30,0.5,False,2925883.0,10812.0,617.421,76
shuffle1,control,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,2833030.0,10798.0,929.983,69
shuffle1,control,task-6905333b74f22949d97ba9ae,simple-login/app,2,2,0.5,False,1422139.0,6036.0,651.531,44
shuffle1,control,task-6905333b74f22949d97ba9af,simple-login/app,3,3,0.7692307692307693,False,7234956.0,17242.0,1961.466,135
shuffle1,control,task-6905333b74f22949d97ba9ad,simple-login/app,4,4,0.7272727272727273,False,2855690.0,12457.0,1015.316,48
shuffle1,control,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.75,False,1078698.0,7182.0,497.074,34
shuffle1,control,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.8666666666666667,False,3349081.0,11082.0,993.024,72
shuffle1,control,task-6905333b74f22949d97ba9aa,simple-login/app,8,8,0.75,False,2873333.0,7991.0,934.136,55
shuffle1,control,task-6905333b74f22949d97ba9ab,simple-login/app,9,9,0.7142857142857143,False,3424324.0,7008.0,721.023,73
shuffle1,control,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,0.8888888888888888,False,3149525.0,15126.0,905.432,69
shuffle1,control,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,1.0,False,1753242.0,8426.0,468.966,35
shuffle1,control,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.5,False,2346155.0,6270.0,742.484,60
shuffle1,control,task-6905333b74f22949d97ba9a6,simple-login/app,14,14,0.8181818181818182,False,,,3769.444,140
shuffle1,control,task-6905333b74f22949d97ba9a7,simple-login/app,15,15,1.0,False,3258322.0,7563.0,1068.314,84
shuffle1,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1,16,0.7272727272727273,False,1538923.0,10244.0,676.52,35
shuffle1,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.75,False,1827889.0,8925.0,593.579,41
shuffle1,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.8461538461538461,False,1057055.0,6000.0,450.377,48
shuffle1,control,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,5,20,0.9090909090909091,False,2090245.0,7065.0,655.887,58
shuffle1,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,1.0,False,2603704.0,9143.0,1275.943,70
shuffle1,control,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,7,22,1.0,False,2085361.0,7613.0,753.138,49
shuffle1,control,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.5833333333333334,False,1862066.0,8674.0,548.182,41
shuffle1,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,0.9,False,1160862.0,5417.0,325.246,27
shuffle1,control,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,10,25,1.0,False,3557213.0,10293.0,1039.71,85
shuffle1,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,0.875,False,1868181.0,5881.0,737.133,62
shuffle1,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.9090909090909091,False,2708451.0,7499.0,1096.878,75
shuffle1,task-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,6381483.0,11950.0,1768.414,122
shuffle1,task-scope,task-6905333b74f22949d97ba9ae,simple-login/app,2,2,0.5833333333333334,False,2337154.0,8278.0,1139.143,75
shuffle1,task-scope,task-6905333b74f22949d97ba9af,simple-login/app,3,3,0.8461538461538461,False,5474321.0,10675.0,1635.248,82
shuffle1,task-scope,task-6905333b74f22949d97ba9ad,simple-login/app,4,4,0.9090909090909091,False,5128146.0,18779.0,1813.546,93
shuffle1,task-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.625,False,1438910.0,10673.0,884.027,35
shuffle1,task-scope,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.7333333333333333,False,4516314.0,12859.0,1456.378,87
shuffle1,task-scope,task-6905333b74f22949d97ba9aa,simple-login/app,8,8,0.5833333333333334,False,1869257.0,7864.0,835.819,36
shuffle1,task-scope,task-6905333b74f22949d97ba9ab,simple-login/app,9,9,0.7857142857142857,False,2484445.0,11630.0,875.848,46
shuffle1,task-scope,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,1.0,False,4449224.0,18552.0,2894.261,117
shuffle1,task-scope,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,0.9,False,1960830.0,7172.0,1033.828,41
shuffle1,task-scope,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.6,False,5337366.0,22136.0,1927.759,106
shuffle1,task-scope,task-6905333b74f22949d97ba9a6,simple-login/app,14,14,0.5454545454545454,False,,,,139
shuffle1,task-scope,task-6905333b74f22949d97ba9a7,simple-login/app,15,15,1.0,False,2585849.0,8582.0,1023.143,81
shuffle1,task-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1,16,0.5454545454545454,False,1611371.0,7602.0,640.992,41
shuffle1,task-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.5,False,8818591.0,36208.0,4715.197,149
shuffle1,task-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.9230769230769231,False,2395913.0,11859.0,774.887,93
shuffle1,task-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,5,20,1.0,False,1314974.0,6384.0,414.843,38
shuffle1,task-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.7,False,1292519.0,7235.0,435.676,44
shuffle1,task-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,7,22,0.8333333333333334,False,1108763.0,6306.0,420.415,24
shuffle1,task-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.6666666666666666,False,2007055.0,6155.0,453.975,42
shuffle1,task-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,0.9,False,2023002.0,5827.0,444.586,43
shuffle1,task-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,10,25,0.875,False,1615008.0,5461.0,366.263,48
shuffle1,task-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,0.75,False,1321837.0,5776.0,898.088,36
shuffle1,task-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.7272727272727273,False,2310665.0,9232.0,1410.088,59
shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,1.0,False,7461387.0,27148.0,3026.467,142
shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,2,2,0.6666666666666666,False,3002445.0,10755.0,1586.362,82
shuffle1,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,3,3,0.7692307692307693,False,7906711.0,23196.0,2581.874,143
shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,4,4,0.8181818181818182,False,,,1427.568,61
shuffle1,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.5,False,2025831.0,9384.0,1034.289,65
shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,7,7,0.7333333333333333,False,2385026.0,8282.0,832.019,53
shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,8,8,0.8333333333333334,False,3203014.0,8519.0,1440.519,71
shuffle1,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,9,9,0.8571428571428571,False,,,4165.671,176
shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,11,11,1.0,False,2702087.0,9285.0,851.971,71
shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,12,12,1.0,False,1914477.0,7726.0,617.806,37
shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,13,13,0.6,False,1577475.0,6713.0,547.213,37
shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,14,14,0.9090909090909091,False,,,4743.538,188
shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,15,15,0.9230769230769231,False,4620047.0,14850.0,932.092,94
shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1,16,1.0,False,2721008.0,9133.0,597.372,61
shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,2,17,0.5,False,4258701.0,16559.0,941.272,78
shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,4,19,0.9230769230769231,False,1225992.0,9168.0,341.197,44
shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,5,20,0.9090909090909091,False,1280145.0,10547.0,419.174,30
shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.9,False,1156502.0,10246.0,331.159,30
shuffle1,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,7,22,1.0,False,889378.0,5753.0,293.575,23
shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,8,23,0.5833333333333334,False,1686509.0,6844.0,484.68,36
shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,9,24,0.9,False,2091601.0,8978.0,539.343,40
shuffle1,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,10,25,1.0,False,6354255.0,13147.0,3046.216,113
shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,13,28,1.0,False,1985126.0,6915.0,1234.221,59
shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,14,29,0.8181818181818182,False,1560719.0,6727.0,1001.731,42
shuffle2,control,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.6,False,2778325.0,8004.0,1578.33,70
shuffle2,control,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,0.9230769230769231,False,3127875.0,8504.0,1266.957,70
shuffle2,control,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.5,False,3988880.0,17399.0,1912.938,85
shuffle2,control,task-6905333b74f22949d97ba9ab,simple-login/app,4,4,0.7142857142857143,False,,,,232
shuffle2,control,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.75,False,1799123.0,15218.0,728.102,45
shuffle2,control,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,1.0,False,1498969.0,6404.0,386.049,50
shuffle2,control,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,1.0,False,1666346.0,6129.0,343.327,42
shuffle2,control,task-6905333b74f22949d97ba9e8,simple-login/app,8,8,0.6666666666666666,False,2680440.0,7569.0,706.453,61
shuffle2,control,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.7692307692307693,False,5688191.0,22434.0,1815.593,114
shuffle2,control,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.6666666666666666,False,3318211.0,6429.0,816.567,57
shuffle2,control,task-6905333b74f22949d97ba9aa,simple-login/app,11,11,0.6666666666666666,False,2058000.0,7043.0,476.88,45
shuffle2,control,task-6905333b74f22949d97ba9a5,simple-login/app,12,12,0.7692307692307693,False,2580903.0,8835.0,642.296,62
shuffle2,control,task-6905333b74f22949d97ba9a6,simple-login/app,13,13,0.6363636363636364,False,6088166.0,20693.0,1886.873,87
shuffle2,control,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.5454545454545454,False,4260894.0,9480.0,1066.888,87
shuffle2,control,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.4,False,1425304.0,12100.0,940.64,39
shuffle2,control,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,0.9,False,1632510.0,7262.0,631.037,36
shuffle2,control,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,0.875,False,1737588.0,5832.0,531.686,54
shuffle2,control,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,5,20,0.9166666666666666,False,994772.0,5754.0,279.356,23
shuffle2,control,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.6,False,1807263.0,7651.0,503.202,59
shuffle2,control,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.8461538461538461,False,1424721.0,6110.0,342.856,50
shuffle2,control,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.75,False,2697406.0,11131.0,793.331,70
shuffle2,control,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.8181818181818182,False,2704942.0,6420.0,515.697,78
shuffle2,control,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,10,25,0.6666666666666666,False,1816778.0,5949.0,480.231,39
shuffle2,control,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,11,26,1.0,False,2506307.0,8542.0,779.095,73
shuffle2,control,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,12,27,0.6428571428571429,False,2326396.0,7621.0,641.952,65
shuffle2,control,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,13,28,0.4444444444444444,False,2885874.0,15730.0,857.187,54
shuffle2,control,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,14,29,1.0,False,1243338.0,7560.0,465.149,32
shuffle2,control,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,15,30,1.0,False,1389282.0,5213.0,390.902,30
shuffle2,task-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1,1,0.5,False,3924786.0,8737.0,1836.872,62
shuffle2,task-scope,task-6905333b74f22949d97ba9a7,simple-login/app,2,2,0.9230769230769231,False,2770931.0,8803.0,1694.844,72
shuffle2,task-scope,task-6905333b74f22949d97ba9a9,simple-login/app,3,3,0.3,False,6968626.0,22211.0,3593.676,139
shuffle2,task-scope,task-6905333b74f22949d97ba9ab,simple-login/app,4,4,1.0,False,1884604.0,7005.0,1346.711,58
shuffle2,task-scope,task-6905333b74f22949d97baa1d,simple-login/app,5,5,0.5,False,2218825.0,10383.0,1442.408,78
shuffle2,task-scope,task-6905333b74f22949d97ba9b2,simple-login/app,6,6,0.7777777777777778,False,2503461.0,9293.0,751.084,67
shuffle2,task-scope,task-6905333b74f22949d97ba9a8,simple-login/app,7,7,1.0,False,1291967.0,5531.0,506.1,31
shuffle2,task-scope,task-6905333b74f22949d97ba9e8,simple-login/app,8,8,0.7333333333333333,False,2523090.0,8611.0,909.872,67
shuffle2,task-scope,task-6905333b74f22949d97ba9af,simple-login/app,9,9,0.6923076923076923,False,1827970.0,6619.0,728.339,35
shuffle2,task-scope,task-6905333b74f22949d97ba9ae,simple-login/app,10,10,0.5833333333333334,False,3071802.0,7070.0,1025.965,71
shuffle2,task-scope,task-6905333b74f22949d97ba9aa,simple-login/app,11,11,0.6666666666666666,False,2040280.0,7668.0,808.787,37
shuffle2,task-scope,task-6905333b74f22949d97ba9a5,simple-login/app,12,12,0.8461538461538461,False,2866460.0,8726.0,1065.806,76
shuffle2,task-scope,task-6905333b74f22949d97ba9a6,simple-login/app,13,13,0.7272727272727273,False,,,2748.827,100
shuffle2,task-scope,task-6905333b74f22949d97ba9ad,simple-login/app,15,15,0.7272727272727273,False,4110334.0,8566.0,1342.421,83
shuffle2,task-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,1,16,0.5,False,1588878.0,7895.0,802.165,43
shuffle2,task-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,2,17,0.9,False,2101088.0,6233.0,566.758,51
shuffle2,task-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,3,18,0.75,False,1842355.0,6306.0,767.845,60
shuffle2,task-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,5,20,0.8333333333333334,False,1497045.0,7073.0,587.799,41
shuffle2,task-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,6,21,0.8,False,2931273.0,11545.0,924.01,75
shuffle2,task-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,7,22,0.8461538461538461,False,1920972.0,11021.0,971.441,79
shuffle2,task-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,8,23,0.625,False,5025053.0,16103.0,1500.622,89
shuffle2,task-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,9,24,0.8181818181818182,False,2112327.0,7594.0,755.786,63
shuffle2,task-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,10,25,0.5833333333333334,False,3269331.0,7126.0,986.45,72
shuffle2,task-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,11,26,1.0,False,3439671.0,10721.0,910.202,93
shuffle2,task-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,12,27,0.9285714285714286,False,1712128.0,7497.0,541.408,51
